Дата;Температура, °С
23-02-2013;-12.40
24-02-2013;-11.50
25-02-2013;-9.30
26-02-2013;-7.60
27-02-2013;-7.20
28-02-2013;-17.10
01-03-2013;-14.20
02-03-2013;-8.80
03-03-2013;-13.10
04-03-2013;-17.20
05-03-2013;-16.70
06-03-2013;-17.60
07-03-2013;-16.90
08-03-2013;-11.28
09-03-2013;-12.60
10-03-2013;-10.90
11-03-2013;-9.30
12-03-2013;-11.40
13-03-2013;-8.80
14-03-2013;-9.80
15-03-2013;-10.80
16-03-2013;1.40
17-03-2013;2.70
18-03-2013;1.20
19-03-2013;-4.20
20-03-2013;-9.70
21-03-2013;-7.60
22-03-2013;-3.40
23-03-2013;-5.90
24-03-2013;-6.10
25-03-2013;-2.60
