Дата;Температура, °С
11-06-2016;18.23
12-06-2016;19.67
13-06-2016;21.05
14-06-2016;22.66
15-06-2016;22.90
16-06-2016;22.98
17-06-2016;23.80
18-06-2016;25.46
19-06-2016;26.49
20-06-2016;27.25
21-06-2016;27.63
22-06-2016;28.25
23-06-2016;27.20
24-06-2016;25.36
25-06-2016;25.77
26-06-2016;26.42
27-06-2016;27.60
28-06-2016;27.14
29-06-2016;25.62
30-06-2016;24.24
01-07-2016;23.42
02-07-2016;24.10
03-07-2016;24.96
04-07-2016;26.03
05-07-2016;24.98
06-07-2016;23.60
07-07-2016;25.19
08-07-2016;21.95
09-07-2016;21.40
10-07-2016;22.40
11-07-2016;21.56
