Дата;Температура, °С
22-12-2018;-12.28
23-12-2018;-13.95
24-12-2018;-15.54
25-12-2018;-15.33
26-12-2018;-15.21
27-12-2018;-14.52
28-12-2018;-13.35
29-12-2018;-13.02
30-12-2018;-13.26
31-12-2018;-12.13
01-01-2019;-11.43
02-01-2019;-10.04
03-01-2019;-9.25
04-01-2019;-10.54
05-01-2019;-11.43
06-01-2019;-10.67
07-01-2019;-11.95
08-01-2019;-12.07
09-01-2019;-11.32
10-01-2019;-12.34
11-01-2019;-13.43
12-01-2019;-12.12
13-01-2019;-9.72
14-01-2019;-8.04
15-01-2019;-7.96
16-01-2019;-8.07
17-01-2019;-7.80
18-01-2019;-6.88
19-01-2019;-6.91
20-01-2019;-7.51
21-01-2019;-9.07
