Дата;Температура, °С
17-03-2018;-4.30
18-03-2018;-6.78
19-03-2018;-9.65
20-03-2018;-8.79
21-03-2018;-7.67
22-03-2018;-9.00
23-03-2018;-11.13
24-03-2018;-10.30
25-03-2018;-7.11
26-03-2018;-4.61
27-03-2018;-4.65
28-03-2018;-7.69
29-03-2018;-7.81
30-03-2018;-9.61
31-03-2018;-7.52
01-04-2018;-7.50
02-04-2018;-2.59
03-04-2018;-3.39
04-04-2018;1.21
05-04-2018;2.04
06-04-2018;1.39
07-04-2018;0.85
08-04-2018;1.16
09-04-2018;2.00
10-04-2018;3.09
11-04-2018;3.74
12-04-2018;-0.56
13-04-2018;-0.31
14-04-2018;0.24
15-04-2018;3.14
16-04-2018;-0.32
