Дата;Температура, °С
19-04-2014;9.84
20-04-2014;9.33
21-04-2014;9.79
22-04-2014;4.51
23-04-2014;0.47
24-04-2014;3.45
25-04-2014;8.83
26-04-2014;10.47
27-04-2014;9.15
28-04-2014;6.09
29-04-2014;2.06
30-04-2014;3.16
01-05-2014;5.99
02-05-2014;8.79
03-05-2014;11.41
04-05-2014;13.81
05-05-2014;12.09
06-05-2014;4.69
07-05-2014;4.06
08-05-2014;8.43
09-05-2014;12.12
10-05-2014;8.68
11-05-2014;4.40
12-05-2014;6.23
13-05-2014;9.58
14-05-2014;8.77
15-05-2014;8.68
16-05-2014;11.07
17-05-2014;12.36
18-05-2014;6.29
19-05-2014;2.90
