Дата;Температура, °С
15-04-2017;1.00
16-04-2017;2.05
17-04-2017;0.80
18-04-2017;0.03
19-04-2017;-0.06
20-04-2017;1.06
21-04-2017;2.50
22-04-2017;5.18
23-04-2017;4.84
24-04-2017;3.95
25-04-2017;5.46
26-04-2017;9.61
27-04-2017;8.43
28-04-2017;8.61
29-04-2017;13.79
30-04-2017;17.33
01-05-2017;17.54
02-05-2017;17.26
03-05-2017;11.71
04-05-2017;8.93
05-05-2017;8.59
06-05-2017;12.73
07-05-2017;8.77
08-05-2017;7.11
09-05-2017;4.44
10-05-2017;4.05
11-05-2017;3.88
12-05-2017;4.66
13-05-2017;6.50
14-05-2017;8.28
15-05-2017;10.02
