Дата;Температура, °С
01-12-2012;-16.73
02-12-2012;-18.31
03-12-2012;-17.86
04-12-2012;-17.08
05-12-2012;-17.24
06-12-2012;-21.34
07-12-2012;-19.76
08-12-2012;-19.36
09-12-2012;-20.34
10-12-2012;-21.10
11-12-2012;-24.76
12-12-2012;-29.94
13-12-2012;-30.40
14-12-2012;-30.11
15-12-2012;-33.37
16-12-2012;-34.50
17-12-2012;-32.91
18-12-2012;-32.73
19-12-2012;-30.32
20-12-2012;-26.98
21-12-2012;-28.35
22-12-2012;-29.83
23-12-2012;-27.75
24-12-2012;-23.78
25-12-2012;-22.51
26-12-2012;-23.55
27-12-2012;-24.12
28-12-2012;-19.54
29-12-2012;-17.25
30-12-2012;-19.21
31-12-2012;-19.50
