Дата;Температура, °С
13-04-2019;5.35
14-04-2019;2.96
15-04-2019;3.00
16-04-2019;3.56
17-04-2019;1.20
18-04-2019;1.35
19-04-2019;2.78
20-04-2019;4.04
21-04-2019;5.77
22-04-2019;7.21
23-04-2019;8.38
24-04-2019;9.23
25-04-2019;9.79
26-04-2019;8.98
27-04-2019;8.72
28-04-2019;6.45
29-04-2019;4.32
30-04-2019;5.68
01-05-2019;6.67
02-05-2019;7.60
03-05-2019;9.18
04-05-2019;10.27
05-05-2019;12.69
06-05-2019;14.71
07-05-2019;15.44
08-05-2019;14.75
09-05-2019;13.28
10-05-2019;14.55
11-05-2019;15.38
12-05-2019;14.35
13-05-2019;13.60
