Дата;Температура, °С
01-01-2011;-15.14
02-01-2011;-14.51
03-01-2011;-15.42
04-01-2011;-16.56
05-01-2011;-16.60
09-01-2011;-14.22
10-01-2011;-10.99
11-01-2011;-9.34
12-01-2011;-9.50
13-01-2011;-10.37
14-01-2011;-10.76
15-01-2011;-11.77
16-01-2011;-14.48
17-01-2011;-16.31
18-01-2011;-16.86
19-01-2011;-18.51
20-01-2011;-18.31
21-01-2011;-18.34
22-01-2011;-18.77
23-01-2011;-19.00
24-01-2011;-17.42
25-01-2011;-15.45
26-01-2011;-14.24
27-01-2011;-14.30
28-01-2011;-13.04
29-01-2011;-11.80
30-01-2011;-9.93
31-01-2011;-9.24
