Дата;Температура, °С
15-04-2017;3.77
16-04-2017;3.15
17-04-2017;4.16
18-04-2017;3.31
19-04-2017;2.54
20-04-2017;2.83
21-04-2017;2.74
22-04-2017;3.96
23-04-2017;4.79
24-04-2017;5.57
25-04-2017;6.76
26-04-2017;8.55
27-04-2017;9.61
28-04-2017;10.62
29-04-2017;10.83
30-04-2017;10.72
01-05-2017;11.04
02-05-2017;11.86
03-05-2017;10.24
04-05-2017;8.61
05-05-2017;8.27
06-05-2017;10.27
07-05-2017;8.53
08-05-2017;7.73
09-05-2017;8.04
10-05-2017;7.37
11-05-2017;7.36
12-05-2017;8.29
13-05-2017;9.10
14-05-2017;9.21
15-05-2017;9.12
