Дата;Температура, °С
06-06-2020;17.85
07-06-2020;18.99
08-06-2020;20.23
09-06-2020;21.50
10-06-2020;23.48
11-06-2020;22.41
12-06-2020;18.99
13-06-2020;12.84
14-06-2020;11.68
15-06-2020;14.90
16-06-2020;18.84
17-06-2020;17.04
18-06-2020;13.00
19-06-2020;12.26
20-06-2020;14.41
21-06-2020;12.72
22-06-2020;11.65
23-06-2020;13.77
24-06-2020;14.37
25-06-2020;12.13
26-06-2020;11.47
27-06-2020;12.46
28-06-2020;12.63
29-06-2020;12.01
30-06-2020;12.04
01-07-2020;13.34
02-07-2020;15.16
03-07-2020;18.70
04-07-2020;19.95
05-07-2020;20.75
06-07-2020;22.22
