Дата;Температура, °С
10-06-2017;12.65
11-06-2017;12.83
12-06-2017;14.40
13-06-2017;15.46
14-06-2017;18.34
15-06-2017;20.17
16-06-2017;18.93
17-06-2017;18.92
18-06-2017;17.79
19-06-2017;16.72
20-06-2017;16.96
21-06-2017;16.41
22-06-2017;18.73
23-06-2017;18.75
24-06-2017;17.13
25-06-2017;15.80
26-06-2017;16.38
27-06-2017;17.83
28-06-2017;19.20
29-06-2017;18.22
30-06-2017;16.43
01-07-2017;16.16
02-07-2017;18.07
03-07-2017;19.12
04-07-2017;16.17
05-07-2017;15.45
06-07-2017;13.90
07-07-2017;14.61
08-07-2017;14.81
09-07-2017;15.85
10-07-2017;15.36
