Дата;Температура, °С
26-02-2011;-17.60
27-02-2011;-17.70
28-02-2011;-17.20
01-03-2011;-16.30
02-03-2011;-16.20
03-03-2011;-14.50
04-03-2011;-14.30
05-03-2011;-15.00
06-03-2011;-10.00
07-03-2011;-4.30
08-03-2011;-8.60
09-03-2011;-7.80
10-03-2011;-6.10
11-03-2011;-7.40
12-03-2011;-7.20
13-03-2011;-6.80
14-03-2011;-6.20
15-03-2011;-4.70
16-03-2011;-1.70
17-03-2011;-1.60
18-03-2011;-3.90
19-03-2011;-6.60
20-03-2011;-6.00
21-03-2011;-3.90
22-03-2011;-4.00
23-03-2011;-3.20
24-03-2011;-0.50
25-03-2011;0.20
26-03-2011;-4.30
27-03-2011;-7.40
28-03-2011;-6.00
