Дата;Температура, °С
20-02-2016;-4.70
21-02-2016;-5.54
22-02-2016;-4.77
23-02-2016;0.36
24-02-2016;1.55
25-02-2016;0.39
26-02-2016;0.52
27-02-2016;-1.11
28-02-2016;-0.26
29-02-2016;-3.61
01-03-2016;-2.23
02-03-2016;-4.09
03-03-2016;0.30
04-03-2016;0.86
05-03-2016;0.79
06-03-2016;0.76
07-03-2016;1.58
08-03-2016;1.77
09-03-2016;1.19
10-03-2016;0.66
11-03-2016;0.62
12-03-2016;1.07
13-03-2016;-0.47
14-03-2016;-2.60
15-03-2016;-5.46
16-03-2016;-4.40
17-03-2016;0.25
18-03-2016;-0.88
19-03-2016;-5.36
20-03-2016;-7.44
21-03-2016;-6.95
