Дата;Температура, °С
10-06-2017;13.44
11-06-2017;12.90
12-06-2017;12.09
13-06-2017;11.83
14-06-2017;10.73
15-06-2017;12.56
16-06-2017;14.55
17-06-2017;15.65
18-06-2017;15.68
19-06-2017;15.27
20-06-2017;12.51
21-06-2017;10.24
22-06-2017;10.92
23-06-2017;10.90
24-06-2017;11.57
25-06-2017;13.40
26-06-2017;13.09
27-06-2017;12.68
28-06-2017;13.26
29-06-2017;14.43
30-06-2017;13.70
01-07-2017;13.56
02-07-2017;15.80
03-07-2017;16.94
04-07-2017;16.25
05-07-2017;14.41
06-07-2017;12.85
07-07-2017;12.31
08-07-2017;13.38
09-07-2017;14.95
10-07-2017;17.35
