Дата;Температура, °С
23-01-2016;-21.88
24-01-2016;-19.63
25-01-2016;-19.36
26-01-2016;-17.71
27-01-2016;-21.45
28-01-2016;-24.61
29-01-2016;-25.08
30-01-2016;-22.78
31-01-2016;-19.61
01-02-2016;-15.40
02-02-2016;-15.31
03-02-2016;-15.04
04-02-2016;-14.69
05-02-2016;-10.37
06-02-2016;-4.84
07-02-2016;-3.54
08-02-2016;-4.26
09-02-2016;-6.76
10-02-2016;-12.34
11-02-2016;-13.80
12-02-2016;-14.11
13-02-2016;-15.67
14-02-2016;-15.92
15-02-2016;-15.57
16-02-2016;-15.43
17-02-2016;-13.52
18-02-2016;-12.17
19-02-2016;-11.48
20-02-2016;-10.96
21-02-2016;-13.53
22-02-2016;-15.57
