Дата;Температура, °С
16-03-2019;-1.46
17-03-2019;-1.77
18-03-2019;-1.00
19-03-2019;-0.38
20-03-2019;-0.22
21-03-2019;-0.26
22-03-2019;0.32
23-03-2019;0.76
24-03-2019;0.39
25-03-2019;0.96
26-03-2019;0.72
27-03-2019;0.49
28-03-2019;0.68
29-03-2019;1.26
30-03-2019;2.28
31-03-2019;3.86
01-04-2019;3.58
02-04-2019;2.90
03-04-2019;2.73
04-04-2019;2.78
05-04-2019;2.96
06-04-2019;3.50
07-04-2019;3.82
08-04-2019;4.86
09-04-2019;6.09
10-04-2019;6.18
11-04-2019;5.65
12-04-2019;5.94
13-04-2019;5.35
14-04-2019;2.96
15-04-2019;3.00
