Дата;Температура, °С
30-11-2013;-3.52
01-12-2013;-1.12
02-12-2013;-0.82
03-12-2013;-6.35
04-12-2013;-0.51
05-12-2013;-1.41
06-12-2013;-2.80
07-12-2013;-2.42
08-12-2013;-3.27
09-12-2013;-6.76
10-12-2013;-10.69
11-12-2013;-13.06
12-12-2013;-5.71
13-12-2013;-0.42
14-12-2013;-3.29
15-12-2013;-7.87
16-12-2013;-9.38
17-12-2013;-0.78
18-12-2013;1.46
19-12-2013;0.09
20-12-2013;-1.80
21-12-2013;-1.67
22-12-2013;0.78
23-12-2013;0.96
24-12-2013;1.71
25-12-2013;0.99
26-12-2013;-0.01
27-12-2013;-1.55
28-12-2013;-0.45
29-12-2013;0.65
30-12-2013;0.86
