Дата;Температура, °С
09-06-2018;11.53
10-06-2018;10.06
11-06-2018;10.85
12-06-2018;13.83
13-06-2018;16.52
14-06-2018;14.47
15-06-2018;13.40
16-06-2018;14.69
17-06-2018;17.60
18-06-2018;20.09
19-06-2018;22.10
20-06-2018;19.94
21-06-2018;17.79
22-06-2018;19.75
23-06-2018;22.73
24-06-2018;25.28
25-06-2018;26.29
26-06-2018;25.21
27-06-2018;24.49
28-06-2018;23.16
29-06-2018;22.63
30-06-2018;23.84
01-07-2018;26.42
02-07-2018;27.44
03-07-2018;25.88
04-07-2018;23.03
05-07-2018;21.01
06-07-2018;20.39
07-07-2018;20.60
08-07-2018;21.11
09-07-2018;20.61
