Дата;Температура, °С
14-05-2016;10.31
15-05-2016;9.48
16-05-2016;10.67
17-05-2016;13.06
18-05-2016;14.11
19-05-2016;15.45
20-05-2016;16.38
21-05-2016;15.57
22-05-2016;14.98
23-05-2016;16.13
24-05-2016;17.69
25-05-2016;20.81
26-05-2016;22.18
27-05-2016;22.57
28-05-2016;22.26
29-05-2016;21.44
30-05-2016;20.36
31-05-2016;13.41
01-06-2016;12.85
02-06-2016;14.73
03-06-2016;15.99
04-06-2016;16.74
05-06-2016;16.76
06-06-2016;15.35
07-06-2016;14.03
08-06-2016;10.22
09-06-2016;12.28
10-06-2016;15.40
11-06-2016;17.38
12-06-2016;18.40
13-06-2016;17.52
