Дата;Температура, °С
22-02-2014;-5.65
23-02-2014;-1.13
24-02-2014;1.87
25-02-2014;2.29
26-02-2014;0.88
27-02-2014;-0.25
28-02-2014;-0.89
01-03-2014;-0.77
02-03-2014;-0.26
03-03-2014;-0.50
04-03-2014;-0.12
05-03-2014;-0.19
06-03-2014;0.07
07-03-2014;1.81
08-03-2014;2.60
09-03-2014;2.98
10-03-2014;4.90
11-03-2014;2.84
12-03-2014;2.05
13-03-2014;2.35
14-03-2014;1.16
15-03-2014;-0.76
16-03-2014;-2.82
17-03-2014;-4.41
18-03-2014;-5.89
19-03-2014;-5.59
20-03-2014;-5.77
21-03-2014;-0.29
22-03-2014;2.29
23-03-2014;1.84
24-03-2014;2.64
