Дата;Температура, °С
16-06-2012;19.70
17-06-2012;21.12
18-06-2012;20.90
19-06-2012;20.99
20-06-2012;20.44
21-06-2012;18.96
22-06-2012;18.53
23-06-2012;18.93
24-06-2012;18.14
25-06-2012;18.79
26-06-2012;19.38
27-06-2012;20.76
28-06-2012;21.37
29-06-2012;20.32
30-06-2012;18.96
01-07-2012;20.17
02-07-2012;20.14
03-07-2012;19.69
04-07-2012;21.24
05-07-2012;19.66
06-07-2012;22.10
07-07-2012;20.21
08-07-2012;19.55
09-07-2012;17.28
10-07-2012;16.80
11-07-2012;17.98
12-07-2012;18.84
13-07-2012;19.18
14-07-2012;20.67
15-07-2012;19.75
16-07-2012;18.46
