Дата;Температура, °С
17-02-2018;1.55
18-02-2018;1.11
19-02-2018;1.12
20-02-2018;-0.15
21-02-2018;-1.19
22-02-2018;-0.33
23-02-2018;-1.44
24-02-2018;-2.89
25-02-2018;-3.24
26-02-2018;-5.22
27-02-2018;-6.08
28-02-2018;-1.89
01-03-2018;-1.76
02-03-2018;-3.05
03-03-2018;-0.56
04-03-2018;3.32
05-03-2018;-0.84
06-03-2018;-0.88
07-03-2018;2.75
08-03-2018;6.91
09-03-2018;3.34
10-03-2018;1.92
11-03-2018;0.96
12-03-2018;-2.38
13-03-2018;-0.84
14-03-2018;1.27
15-03-2018;4.87
16-03-2018;4.57
17-03-2018;5.28
18-03-2018;8.40
19-03-2018;3.06
