Дата;Температура, °С
26-09-2020;20.06
27-09-2020;19.21
28-09-2020;18.09
29-09-2020;17.98
30-09-2020;17.53
01-10-2020;16.87
02-10-2020;16.52
03-10-2020;16.35
04-10-2020;16.53
05-10-2020;16.57
06-10-2020;15.59
07-10-2020;15.48
08-10-2020;15.08
09-10-2020;16.02
10-10-2020;15.63
11-10-2020;15.56
12-10-2020;16.30
13-10-2020;17.06
14-10-2020;16.76
15-10-2020;16.88
16-10-2020;16.75
17-10-2020;17.21
18-10-2020;17.19
19-10-2020;14.63
20-10-2020;11.19
21-10-2020;8.91
22-10-2020;10.26
23-10-2020;13.59
24-10-2020;14.57
25-10-2020;14.82
26-10-2020;13.03
