Дата;Температура, °С
03-10-2015;9.24
04-10-2015;7.77
05-10-2015;8.25
06-10-2015;7.01
07-10-2015;3.97
08-10-2015;2.75
09-10-2015;2.44
10-10-2015;2.85
11-10-2015;3.07
12-10-2015;2.75
13-10-2015;2.65
14-10-2015;2.57
15-10-2015;2.47
16-10-2015;1.99
17-10-2015;2.42
18-10-2015;3.63
19-10-2015;3.37
20-10-2015;0.73
21-10-2015;-1.68
22-10-2015;-0.89
23-10-2015;0.75
24-10-2015;1.84
25-10-2015;2.06
26-10-2015;2.12
27-10-2015;2.14
28-10-2015;1.06
29-10-2015;0.34
30-10-2015;0.07
31-10-2015;-1.09
01-11-2015;-0.61
02-11-2015;0.53
