Дата;Температура, °С
29-01-2011;-2.80
30-01-2011;-9.40
31-01-2011;-13.70
01-02-2011;-1.80
02-02-2011;-4.00
03-02-2011;-4.40
04-02-2011;-11.40
05-02-2011;-8.50
06-02-2011;-12.50
07-02-2011;-15.80
08-02-2011;-16.90
09-02-2011;-12.50
10-02-2011;-19.00
11-02-2011;-20.10
12-02-2011;-15.50
13-02-2011;-21.50
14-02-2011;-21.50
15-02-2011;-16.80
16-02-2011;-23.50
17-02-2011;-24.20
18-02-2011;-22.60
19-02-2011;-21.90
20-02-2011;-19.80
21-02-2011;-18.60
22-02-2011;-16.80
23-02-2011;-16.30
24-02-2011;-14.30
25-02-2011;-15.00
26-02-2011;-11.00
27-02-2011;-6.40
28-02-2011;-7.50
