Дата;Температура, °С
29-08-2020;15.56
30-08-2020;17.83
31-08-2020;22.21
01-09-2020;19.98
02-09-2020;16.51
03-09-2020;17.61
04-09-2020;17.98
05-09-2020;17.06
06-09-2020;18.23
07-09-2020;18.15
08-09-2020;15.08
09-09-2020;12.90
10-09-2020;13.87
11-09-2020;12.41
12-09-2020;12.39
13-09-2020;13.72
14-09-2020;12.97
15-09-2020;13.21
16-09-2020;11.72
17-09-2020;14.85
18-09-2020;9.97
19-09-2020;9.28
20-09-2020;8.73
21-09-2020;9.54
22-09-2020;13.98
23-09-2020;14.23
24-09-2020;14.14
25-09-2020;14.22
26-09-2020;14.83
27-09-2020;14.18
28-09-2020;11.54
