Дата;Температура, °С
21-04-2012;18.80
22-04-2012;16.80
23-04-2012;16.70
24-04-2012;15.20
25-04-2012;16.70
26-04-2012;18.10
27-04-2012;18.40
28-04-2012;17.00
29-04-2012;15.93
30-04-2012;11.60
01-05-2012;9.80
02-05-2012;8.40
03-05-2012;10.20
04-05-2012;12.80
05-05-2012;11.00
06-05-2012;15.78
07-05-2012;18.50
08-05-2012;19.60
09-05-2012;21.20
10-05-2012;21.90
11-05-2012;18.20
12-05-2012;20.00
13-05-2012;20.60
14-05-2012;18.10
15-05-2012;17.00
16-05-2012;15.40
17-05-2012;16.70
18-05-2012;15.50
19-05-2012;20.00
20-05-2012;20.10
21-05-2012;20.50
