Дата;Температура, °С
13-05-2017;6.92
14-05-2017;5.21
15-05-2017;3.12
16-05-2017;2.89
17-05-2017;6.11
18-05-2017;10.47
19-05-2017;11.79
20-05-2017;12.76
21-05-2017;12.90
22-05-2017;9.32
23-05-2017;5.88
24-05-2017;6.99
25-05-2017;9.92
26-05-2017;12.69
27-05-2017;15.19
28-05-2017;10.56
29-05-2017;5.27
30-05-2017;5.54
31-05-2017;8.95
01-06-2017;10.90
02-06-2017;15.31
03-06-2017;15.91
04-06-2017;13.33
05-06-2017;11.26
06-06-2017;11.23
07-06-2017;12.30
08-06-2017;12.29
09-06-2017;13.71
10-06-2017;12.65
11-06-2017;12.83
12-06-2017;14.40
