Дата;Температура, °С
26-12-2015;1.72
27-12-2015;-1.87
28-12-2015;-6.14
29-12-2015;-8.75
30-12-2015;-7.72
31-12-2015;-10.02
01-01-2016;-15.23
02-01-2016;-17.13
03-01-2016;-16.20
04-01-2016;-16.96
05-01-2016;-17.44
06-01-2016;-13.92
07-01-2016;-11.88
08-01-2016;-12.05
09-01-2016;-12.19
10-01-2016;-13.75
11-01-2016;-17.99
12-01-2016;-12.51
13-01-2016;-3.52
14-01-2016;-4.49
15-01-2016;-10.71
16-01-2016;-11.33
17-01-2016;-6.18
18-01-2016;-10.18
19-01-2016;-8.12
20-01-2016;-8.92
21-01-2016;-11.75
22-01-2016;-11.96
23-01-2016;-14.71
24-01-2016;-17.56
25-01-2016;-16.75
