Дата;Температура, °С
15-04-2017;3.78
16-04-2017;3.25
17-04-2017;7.21
18-04-2017;2.01
19-04-2017;0.30
20-04-2017;-0.25
21-04-2017;1.13
22-04-2017;2.20
23-04-2017;5.89
24-04-2017;5.27
25-04-2017;5.53
26-04-2017;8.22
27-04-2017;12.55
28-04-2017;13.43
29-04-2017;15.03
30-04-2017;16.93
01-05-2017;18.92
02-05-2017;20.01
03-05-2017;17.49
04-05-2017;10.68
05-05-2017;7.23
06-05-2017;10.51
07-05-2017;8.32
08-05-2017;9.44
09-05-2017;13.30
10-05-2017;7.46
11-05-2017;5.59
12-05-2017;6.88
13-05-2017;6.57
14-05-2017;8.22
15-05-2017;8.62
