Дата;Температура, °С
26-11-2016;-1.36
27-11-2016;0.39
28-11-2016;-1.76
29-11-2016;-9.25
30-11-2016;-12.64
01-12-2016;-9.70
02-12-2016;-5.81
03-12-2016;-5.40
04-12-2016;-6.48
05-12-2016;-6.63
06-12-2016;-6.52
07-12-2016;-12.99
08-12-2016;-5.89
09-12-2016;-3.63
10-12-2016;-1.93
11-12-2016;-6.88
12-12-2016;-9.89
13-12-2016;-13.24
14-12-2016;-12.40
15-12-2016;-10.40
16-12-2016;-15.88
17-12-2016;-8.89
18-12-2016;-2.00
19-12-2016;-1.81
20-12-2016;-6.93
21-12-2016;-3.25
22-12-2016;-1.01
23-12-2016;-1.98
24-12-2016;-1.10
25-12-2016;-1.22
26-12-2016;-1.31
