Дата;Температура, °С
24-12-2016;-1.10
25-12-2016;-1.22
26-12-2016;-1.31
27-12-2016;0.02
28-12-2016;-0.65
29-12-2016;-2.01
30-12-2016;-3.18
31-12-2016;-1.04
01-01-2017;0.39
02-01-2017;0.30
03-01-2017;-5.67
04-01-2017;-11.29
05-01-2017;-10.43
06-01-2017;-20.49
07-01-2017;-24.87
08-01-2017;-23.38
09-01-2017;-18.56
10-01-2017;-9.74
11-01-2017;-8.32
12-01-2017;-7.97
13-01-2017;-4.33
14-01-2017;-3.62
15-01-2017;-1.60
16-01-2017;-2.24
17-01-2017;-4.76
18-01-2017;-5.98
19-01-2017;-5.41
20-01-2017;-3.57
21-01-2017;-3.92
22-01-2017;-5.72
23-01-2017;-1.38
