Дата;Температура, °С
16-07-2011;17.80
17-07-2011;19.60
18-07-2011;21.60
19-07-2011;20.10
20-07-2011;18.60
21-07-2011;17.00
22-07-2011;17.60
23-07-2011;22.00
24-07-2011;24.10
25-07-2011;24.80
26-07-2011;25.50
27-07-2011;24.80
28-07-2011;22.50
29-07-2011;22.60
30-07-2011;18.80
31-07-2011;16.30
01-08-2011;14.80
02-08-2011;15.40
03-08-2011;12.90
04-08-2011;14.30
05-08-2011;14.30
06-08-2011;15.90
07-08-2011;15.20
08-08-2011;16.70
09-08-2011;20.30
10-08-2011;22.70
11-08-2011;23.90
12-08-2011;23.40
13-08-2011;24.60
14-08-2011;23.80
15-08-2011;23.40
