Дата;Температура, °С
19-04-2014;8.00
20-04-2014;8.24
21-04-2014;8.69
22-04-2014;9.77
23-04-2014;5.22
24-04-2014;3.49
25-04-2014;4.75
26-04-2014;4.80
27-04-2014;6.64
28-04-2014;7.35
29-04-2014;7.80
30-04-2014;5.82
01-05-2014;3.35
02-05-2014;2.67
03-05-2014;3.07
04-05-2014;3.52
05-05-2014;3.86
06-05-2014;3.31
07-05-2014;3.71
08-05-2014;3.66
09-05-2014;6.92
10-05-2014;10.56
11-05-2014;9.93
12-05-2014;10.33
13-05-2014;11.46
14-05-2014;8.64
15-05-2014;6.63
16-05-2014;7.85
17-05-2014;11.91
18-05-2014;15.97
19-05-2014;19.29
