Дата;Температура, °С
19-05-2012;18.20
20-05-2012;20.04
21-05-2012;20.37
22-05-2012;20.56
23-05-2012;16.14
24-05-2012;11.82
25-05-2012;10.87
26-05-2012;13.23
27-05-2012;15.00
28-05-2012;14.69
29-05-2012;16.90
30-05-2012;17.52
31-05-2012;12.06
01-06-2012;12.10
02-06-2012;13.59
03-06-2012;10.41
04-06-2012;11.22
05-06-2012;14.80
06-06-2012;17.62
07-06-2012;16.91
08-06-2012;15.68
09-06-2012;16.39
10-06-2012;17.40
11-06-2012;19.72
12-06-2012;21.31
13-06-2012;18.80
14-06-2012;18.87
15-06-2012;18.85
16-06-2012;18.21
17-06-2012;19.71
18-06-2012;19.13
