Дата;Температура, °С
13-08-2011;28.40
14-08-2011;25.60
15-08-2011;25.70
16-08-2011;24.90
17-08-2011;22.40
18-08-2011;21.90
19-08-2011;23.60
20-08-2011;21.30
21-08-2011;22.10
22-08-2011;19.30
23-08-2011;20.10
24-08-2011;19.20
25-08-2011;19.80
26-08-2011;18.30
27-08-2011;18.60
28-08-2011;20.60
29-08-2011;22.60
30-08-2011;23.90
31-08-2011;22.50
01-09-2011;22.60
02-09-2011;21.10
03-09-2011;21.30
04-09-2011;17.80
05-09-2011;16.80
06-09-2011;16.20
07-09-2011;17.50
08-09-2011;19.40
09-09-2011;18.00
10-09-2011;15.00
11-09-2011;16.10
12-09-2011;16.50
