Дата;Температура, °С
01-11-2014;1.33
02-11-2014;-2.31
03-11-2014;-6.00
04-11-2014;-4.31
05-11-2014;-1.46
06-11-2014;-1.09
07-11-2014;-8.86
08-11-2014;-12.83
09-11-2014;-8.57
10-11-2014;-4.32
11-11-2014;-1.79
12-11-2014;-1.27
13-11-2014;-0.61
14-11-2014;-5.01
15-11-2014;-8.63
16-11-2014;-13.58
17-11-2014;-13.78
18-11-2014;-9.00
19-11-2014;-7.89
20-11-2014;-5.29
21-11-2014;-4.50
22-11-2014;-8.31
23-11-2014;-17.50
24-11-2014;-18.67
25-11-2014;-10.82
26-11-2014;-10.27
27-11-2014;-17.87
28-11-2014;-16.74
29-11-2014;-9.99
30-11-2014;-6.02
01-12-2014;-7.76
