Дата;Температура, °С
17-05-2014;11.91
18-05-2014;15.97
19-05-2014;19.29
20-05-2014;20.96
21-05-2014;19.62
22-05-2014;15.37
23-05-2014;16.78
24-05-2014;18.18
25-05-2014;17.03
26-05-2014;13.11
27-05-2014;7.45
28-05-2014;8.15
29-05-2014;10.88
30-05-2014;12.79
31-05-2014;14.19
01-06-2014;13.55
02-06-2014;13.20
03-06-2014;15.81
04-06-2014;19.34
05-06-2014;20.41
06-06-2014;19.77
07-06-2014;17.74
08-06-2014;15.63
09-06-2014;14.14
10-06-2014;13.56
11-06-2014;14.86
12-06-2014;15.71
13-06-2014;14.39
14-06-2014;12.86
15-06-2014;10.45
16-06-2014;10.93
