Дата;Температура, °С
30-09-2017;2.84
01-10-2017;3.29
02-10-2017;3.45
03-10-2017;3.89
04-10-2017;3.62
05-10-2017;3.11
06-10-2017;1.54
07-10-2017;1.19
08-10-2017;-0.16
09-10-2017;0.20
10-10-2017;1.40
11-10-2017;2.20
12-10-2017;0.71
13-10-2017;-0.77
14-10-2017;-1.44
15-10-2017;0.19
16-10-2017;4.06
17-10-2017;2.97
18-10-2017;1.95
19-10-2017;2.12
20-10-2017;3.45
21-10-2017;5.09
22-10-2017;4.87
23-10-2017;0.85
24-10-2017;0.63
25-10-2017;0.43
26-10-2017;-1.82
27-10-2017;-2.34
28-10-2017;-1.26
29-10-2017;0.73
30-10-2017;-2.55
