Дата;Температура, °С
15-04-2017;5.47
16-04-2017;4.91
17-04-2017;5.62
18-04-2017;3.26
19-04-2017;5.45
20-04-2017;4.43
21-04-2017;3.09
22-04-2017;4.43
23-04-2017;5.28
24-04-2017;7.44
25-04-2017;9.23
26-04-2017;12.65
27-04-2017;15.78
28-04-2017;14.38
29-04-2017;11.07
30-04-2017;6.89
01-05-2017;3.77
02-05-2017;2.16
03-05-2017;0.35
04-05-2017;3.83
05-05-2017;10.51
06-05-2017;15.14
07-05-2017;12.35
08-05-2017;11.42
09-05-2017;8.09
10-05-2017;7.67
11-05-2017;10.83
12-05-2017;13.64
13-05-2017;15.25
14-05-2017;14.02
15-05-2017;14.55
