Дата;Температура, °С
19-03-2016;-2.73
20-03-2016;-4.23
21-03-2016;-7.64
22-03-2016;-7.11
23-03-2016;-5.91
24-03-2016;-2.37
25-03-2016;-1.35
26-03-2016;-0.93
27-03-2016;-0.89
28-03-2016;0.26
29-03-2016;0.03
30-03-2016;0.79
31-03-2016;0.97
01-04-2016;1.71
02-04-2016;1.86
03-04-2016;2.88
04-04-2016;3.10
05-04-2016;2.08
06-04-2016;1.56
07-04-2016;2.38
08-04-2016;2.95
09-04-2016;4.26
10-04-2016;6.00
11-04-2016;5.43
12-04-2016;2.10
13-04-2016;3.11
14-04-2016;8.17
15-04-2016;9.94
16-04-2016;10.70
17-04-2016;10.71
18-04-2016;10.63
