Дата;Температура, °С
28-01-2012;-17.80
29-01-2012;-17.70
30-01-2012;-21.10
31-01-2012;-27.00
01-02-2012;-28.40
02-02-2012;-25.00
03-02-2012;-24.60
04-02-2012;-13.70
05-02-2012;-15.70
06-02-2012;-19.40
07-02-2012;-17.80
08-02-2012;-15.40
09-02-2012;-15.50
10-02-2012;-17.70
11-02-2012;-18.90
12-02-2012;-17.70
13-02-2012;-17.90
14-02-2012;-18.00
15-02-2012;-15.80
16-02-2012;-16.50
17-02-2012;-16.30
18-02-2012;-16.40
19-02-2012;-13.30
20-02-2012;-12.30
21-02-2012;-12.60
22-02-2012;-11.80
23-02-2012;-11.50
24-02-2012;-10.90
25-02-2012;-12.70
26-02-2012;-12.50
27-02-2012;-13.50
