Дата;Температура, °С
02-09-2017;11.80
03-09-2017;10.78
04-09-2017;10.34
05-09-2017;10.03
06-09-2017;9.49
07-09-2017;9.92
08-09-2017;10.51
09-09-2017;10.67
10-09-2017;12.01
11-09-2017;11.77
12-09-2017;12.64
13-09-2017;12.78
14-09-2017;11.89
15-09-2017;11.03
16-09-2017;10.67
17-09-2017;9.64
18-09-2017;8.34
19-09-2017;8.82
20-09-2017;8.52
21-09-2017;9.07
22-09-2017;9.22
23-09-2017;9.94
24-09-2017;10.15
25-09-2017;10.07
26-09-2017;9.50
27-09-2017;8.11
28-09-2017;8.07
29-09-2017;7.30
30-09-2017;6.74
01-10-2017;6.52
02-10-2017;6.41
