Дата;Температура, °С
18-02-2017;-14.59
19-02-2017;-15.06
20-02-2017;-10.38
21-02-2017;-6.88
22-02-2017;-3.39
23-02-2017;-2.98
24-02-2017;-4.72
25-02-2017;-5.96
26-02-2017;-4.39
27-02-2017;-4.92
28-02-2017;-5.51
01-03-2017;-3.90
02-03-2017;-4.35
03-03-2017;-5.14
04-03-2017;-4.66
05-03-2017;-3.75
06-03-2017;-5.49
07-03-2017;-5.84
08-03-2017;-5.40
09-03-2017;-6.97
10-03-2017;-9.80
11-03-2017;-7.36
12-03-2017;-5.16
13-03-2017;-3.20
14-03-2017;-1.84
15-03-2017;-4.15
16-03-2017;-8.45
17-03-2017;-9.97
18-03-2017;-9.34
19-03-2017;-6.99
20-03-2017;-5.79
