Дата;Температура, °С
11-05-2019;17.70
12-05-2019;15.82
13-05-2019;16.97
14-05-2019;16.92
15-05-2019;16.38
16-05-2019;14.15
17-05-2019;13.41
18-05-2019;14.46
19-05-2019;14.70
20-05-2019;14.58
21-05-2019;15.85
22-05-2019;18.33
23-05-2019;16.69
24-05-2019;13.28
25-05-2019;14.46
26-05-2019;16.34
27-05-2019;16.08
28-05-2019;20.29
29-05-2019;22.71
30-05-2019;21.56
31-05-2019;19.41
01-06-2019;18.38
02-06-2019;17.97
03-06-2019;17.75
04-06-2019;16.77
05-06-2019;19.22
06-06-2019;21.21
07-06-2019;22.76
08-06-2019;23.67
09-06-2019;23.80
10-06-2019;22.62
