Дата;Температура, °С
14-03-2020;2.64
15-03-2020;0.68
16-03-2020;-3.63
17-03-2020;-3.68
18-03-2020;-0.59
19-03-2020;1.46
20-03-2020;0.95
21-03-2020;-2.13
22-03-2020;-6.31
23-03-2020;-6.64
24-03-2020;-2.60
25-03-2020;0.26
26-03-2020;1.20
27-03-2020;1.92
28-03-2020;2.00
29-03-2020;4.38
30-03-2020;5.50
31-03-2020;3.51
01-04-2020;3.65
02-04-2020;1.03
03-04-2020;2.17
04-04-2020;3.95
05-04-2020;4.61
06-04-2020;1.56
07-04-2020;-0.30
08-04-2020;-1.61
09-04-2020;1.11
10-04-2020;5.79
11-04-2020;6.77
12-04-2020;6.58
13-04-2020;4.52
