Дата;Температура, °С
21-04-2012;10.66
22-04-2012;10.60
23-04-2012;11.58
24-04-2012;12.77
25-04-2012;12.42
26-04-2012;11.57
27-04-2012;11.33
28-04-2012;10.81
29-04-2012;9.83
30-04-2012;9.41
01-05-2012;9.06
02-05-2012;8.86
03-05-2012;10.37
04-05-2012;10.85
05-05-2012;11.29
06-05-2012;11.31
07-05-2012;12.50
08-05-2012;12.63
09-05-2012;13.90
10-05-2012;14.27
11-05-2012;14.78
12-05-2012;16.00
13-05-2012;14.68
14-05-2012;15.34
15-05-2012;14.93
16-05-2012;14.74
17-05-2012;14.53
18-05-2012;14.43
19-05-2012;16.40
20-05-2012;16.76
21-05-2012;17.57
