Дата;Температура, °С
28-09-2019;7.35
29-09-2019;7.76
30-09-2019;9.43
01-10-2019;9.04
02-10-2019;6.63
03-10-2019;4.28
04-10-2019;2.75
05-10-2019;2.16
06-10-2019;1.53
07-10-2019;2.03
08-10-2019;2.58
09-10-2019;3.81
10-10-2019;4.30
11-10-2019;5.87
12-10-2019;7.19
13-10-2019;7.24
14-10-2019;4.79
15-10-2019;3.28
16-10-2019;3.28
17-10-2019;3.45
18-10-2019;3.48
19-10-2019;6.49
20-10-2019;6.12
21-10-2019;4.55
22-10-2019;4.17
23-10-2019;7.04
24-10-2019;5.83
25-10-2019;6.98
26-10-2019;7.14
27-10-2019;2.24
28-10-2019;-1.77
