Дата;Температура, °С
08-08-2015;19.30
09-08-2015;16.63
10-08-2015;14.69
11-08-2015;15.58
12-08-2015;15.64
13-08-2015;16.40
14-08-2015;16.36
15-08-2015;14.90
16-08-2015;15.41
17-08-2015;16.59
18-08-2015;18.86
19-08-2015;19.71
20-08-2015;20.91
21-08-2015;20.81
22-08-2015;18.02
23-08-2015;15.59
24-08-2015;16.36
25-08-2015;15.46
26-08-2015;16.46
27-08-2015;15.14
28-08-2015;13.72
29-08-2015;14.49
30-08-2015;15.53
31-08-2015;17.29
01-09-2015;16.95
02-09-2015;17.56
03-09-2015;17.95
04-09-2015;14.48
05-09-2015;11.93
06-09-2015;11.01
07-09-2015;9.65
