Дата;Температура, °С
01-01-2011;-8.75
02-01-2011;-5.00
03-01-2011;-8.00
04-01-2011;-10.50
05-01-2011;-11.50
09-01-2011;-3.47
10-01-2011;-2.03
11-01-2011;-2.30
12-01-2011;-3.27
13-01-2011;-3.85
14-01-2011;-3.16
15-01-2011;-4.84
16-01-2011;-10.35
17-01-2011;-14.75
18-01-2011;-14.36
19-01-2011;-14.73
20-01-2011;-13.04
21-01-2011;-12.45
22-01-2011;-11.67
23-01-2011;-9.97
24-01-2011;-9.34
25-01-2011;-11.34
26-01-2011;-11.63
27-01-2011;-12.43
28-01-2011;-10.69
29-01-2011;-6.65
30-01-2011;-4.85
31-01-2011;-6.31
