Дата;Температура, °С
19-05-2012;13.60
20-05-2012;15.20
21-05-2012;15.90
22-05-2012;13.00
23-05-2012;8.80
24-05-2012;8.90
25-05-2012;10.00
26-05-2012;13.80
27-05-2012;13.60
28-05-2012;16.00
29-05-2012;10.00
30-05-2012;9.30
31-05-2012;9.50
01-06-2012;10.20
02-06-2012;10.20
03-06-2012;11.10
04-06-2012;12.00
05-06-2012;11.90
06-06-2012;12.00
07-06-2012;11.70
08-06-2012;14.10
09-06-2012;14.90
10-06-2012;14.57
11-06-2012;15.40
12-06-2012;15.60
13-06-2012;17.30
14-06-2012;16.60
15-06-2012;16.50
16-06-2012;19.50
17-06-2012;18.50
18-06-2012;16.60
