Дата;Температура, °С
18-04-2015;13.59
19-04-2015;11.03
20-04-2015;6.87
21-04-2015;6.81
22-04-2015;5.54
23-04-2015;7.09
24-04-2015;10.05
25-04-2015;12.77
26-04-2015;13.46
27-04-2015;16.08
28-04-2015;16.53
29-04-2015;17.75
30-04-2015;16.63
01-05-2015;15.18
02-05-2015;14.30
03-05-2015;15.09
04-05-2015;14.57
05-05-2015;12.82
06-05-2015;12.62
07-05-2015;12.59
08-05-2015;13.69
09-05-2015;13.53
10-05-2015;13.64
11-05-2015;14.18
12-05-2015;14.86
13-05-2015;14.56
14-05-2015;15.71
15-05-2015;16.99
16-05-2015;16.12
17-05-2015;14.38
18-05-2015;15.94
