Дата;Температура, °С
29-10-2016;3.73
30-10-2016;5.40
31-10-2016;4.37
01-11-2016;3.21
02-11-2016;1.69
03-11-2016;3.34
04-11-2016;5.79
05-11-2016;3.95
06-11-2016;4.09
07-11-2016;7.93
08-11-2016;12.93
09-11-2016;13.87
10-11-2016;13.57
11-11-2016;10.54
12-11-2016;6.98
13-11-2016;5.78
14-11-2016;6.73
15-11-2016;4.31
16-11-2016;0.98
17-11-2016;-1.53
18-11-2016;-1.41
19-11-2016;-1.33
20-11-2016;-1.90
21-11-2016;-2.21
22-11-2016;-3.22
23-11-2016;-3.74
24-11-2016;-1.28
25-11-2016;1.40
26-11-2016;1.53
27-11-2016;3.29
28-11-2016;7.61
