Дата;Температура, °С
11-07-2015;17.24
12-07-2015;18.01
13-07-2015;19.25
14-07-2015;21.28
15-07-2015;20.93
16-07-2015;20.25
17-07-2015;20.50
18-07-2015;22.10
19-07-2015;23.44
20-07-2015;22.10
21-07-2015;21.29
22-07-2015;22.28
23-07-2015;21.19
24-07-2015;20.35
25-07-2015;20.70
26-07-2015;19.82
27-07-2015;20.23
28-07-2015;19.76
29-07-2015;19.56
30-07-2015;18.64
31-07-2015;18.72
01-08-2015;19.51
02-08-2015;18.92
03-08-2015;18.97
04-08-2015;18.72
05-08-2015;19.34
06-08-2015;19.66
07-08-2015;19.84
08-08-2015;19.30
09-08-2015;16.63
10-08-2015;14.69
