Дата;Температура, °С
16-02-2019;-9.79
17-02-2019;-9.54
18-02-2019;-8.56
19-02-2019;-10.73
20-02-2019;-15.17
21-02-2019;-10.92
22-02-2019;-5.46
23-02-2019;-7.86
24-02-2019;-10.41
25-02-2019;-9.57
26-02-2019;-9.43
27-02-2019;-10.39
28-02-2019;-12.30
01-03-2019;-6.10
02-03-2019;-4.49
03-03-2019;-6.14
04-03-2019;-8.77
05-03-2019;-9.69
06-03-2019;-5.14
07-03-2019;-2.03
08-03-2019;-7.51
09-03-2019;-5.44
10-03-2019;-1.28
11-03-2019;0.47
12-03-2019;0.73
13-03-2019;0.41
14-03-2019;-1.96
15-03-2019;-4.19
16-03-2019;-6.47
17-03-2019;-6.92
18-03-2019;-3.56
