Дата;Температура, °С
14-07-2012;26.50
15-07-2012;25.50
16-07-2012;25.20
17-07-2012;24.60
18-07-2012;18.60
19-07-2012;19.20
20-07-2012;18.10
21-07-2012;20.30
22-07-2012;20.20
23-07-2012;21.70
24-07-2012;19.60
25-07-2012;19.40
26-07-2012;20.90
27-07-2012;21.70
28-07-2012;20.70
29-07-2012;18.40
30-07-2012;18.20
31-07-2012;21.60
01-08-2012;23.90
02-08-2012;25.80
03-08-2012;24.90
04-08-2012;24.70
05-08-2012;25.50
06-08-2012;26.00
07-08-2012;25.10
08-08-2012;26.30
09-08-2012;25.40
10-08-2012;23.20
11-08-2012;20.50
12-08-2012;22.10
13-08-2012;23.40
