Дата;Температура, °С
08-09-2012;13.55
09-09-2012;12.18
10-09-2012;11.79
11-09-2012;11.94
12-09-2012;13.35
13-09-2012;13.84
14-09-2012;13.92
15-09-2012;14.15
16-09-2012;13.92
17-09-2012;12.40
18-09-2012;12.52
19-09-2012;13.16
20-09-2012;13.31
21-09-2012;12.70
22-09-2012;12.23
23-09-2012;11.85
24-09-2012;10.75
25-09-2012;10.63
26-09-2012;9.84
27-09-2012;11.13
28-09-2012;12.46
29-09-2012;11.21
30-09-2012;10.22
01-10-2012;9.93
02-10-2012;9.29
03-10-2012;8.66
04-10-2012;8.98
05-10-2012;9.23
06-10-2012;9.12
07-10-2012;9.07
08-10-2012;8.87
