Дата;Температура, °С
23-02-2013;-12.20
24-02-2013;-9.10
25-02-2013;-5.40
26-02-2013;-5.50
27-02-2013;-5.40
28-02-2013;-8.00
01-03-2013;-3.20
02-03-2013;-3.50
03-03-2013;-12.00
04-03-2013;-12.00
05-03-2013;-12.70
06-03-2013;-17.30
07-03-2013;-9.90
08-03-2013;-8.22
09-03-2013;-11.30
10-03-2013;-11.20
11-03-2013;-10.10
12-03-2013;-8.40
13-03-2013;-9.40
14-03-2013;-7.40
15-03-2013;-4.60
16-03-2013;3.50
17-03-2013;2.60
18-03-2013;1.20
19-03-2013;-0.70
20-03-2013;-2.10
21-03-2013;0.50
22-03-2013;-2.90
23-03-2013;-4.60
24-03-2013;-1.50
25-03-2013;-2.30
