Дата;Температура, °С
14-05-2016;17.23
15-05-2016;17.93
16-05-2016;16.35
17-05-2016;16.20
18-05-2016;16.62
19-05-2016;16.25
20-05-2016;15.63
21-05-2016;16.52
22-05-2016;18.57
23-05-2016;17.04
24-05-2016;17.01
25-05-2016;18.26
26-05-2016;19.06
27-05-2016;19.27
28-05-2016;20.52
29-05-2016;20.47
30-05-2016;20.13
31-05-2016;19.84
01-06-2016;18.09
02-06-2016;17.54
03-06-2016;17.62
04-06-2016;17.57
05-06-2016;18.22
06-06-2016;19.47
07-06-2016;17.47
08-06-2016;15.47
09-06-2016;15.52
10-06-2016;16.27
11-06-2016;18.23
12-06-2016;19.67
13-06-2016;21.05
