Дата;Температура, °С
10-09-2011;13.70
11-09-2011;13.00
12-09-2011;12.40
13-09-2011;12.60
14-09-2011;13.50
15-09-2011;17.10
16-09-2011;15.10
17-09-2011;12.20
18-09-2011;11.30
19-09-2011;11.00
20-09-2011;9.70
21-09-2011;9.30
22-09-2011;7.20
23-09-2011;10.10
24-09-2011;13.10
25-09-2011;10.50
26-09-2011;9.00
27-09-2011;8.40
28-09-2011;9.60
29-09-2011;8.80
30-09-2011;7.40
01-10-2011;6.90
02-10-2011;7.30
03-10-2011;7.80
04-10-2011;7.00
05-10-2011;8.40
06-10-2011;10.00
07-10-2011;9.10
08-10-2011;12.50
09-10-2011;12.80
10-10-2011;13.80
