Дата;Температура, °С
21-02-2015;-2.45
22-02-2015;-0.51
23-02-2015;-0.78
24-02-2015;-0.98
25-02-2015;-2.35
26-02-2015;-3.78
27-02-2015;-5.21
28-02-2015;-4.95
01-03-2015;-5.38
02-03-2015;-4.88
03-03-2015;-5.66
04-03-2015;-7.45
05-03-2015;-9.54
06-03-2015;-10.00
07-03-2015;-8.68
08-03-2015;-7.34
09-03-2015;-2.14
10-03-2015;3.02
11-03-2015;1.17
12-03-2015;1.99
13-03-2015;1.23
14-03-2015;0.77
15-03-2015;1.32
16-03-2015;-0.29
17-03-2015;-1.05
18-03-2015;0.64
19-03-2015;1.88
20-03-2015;1.33
21-03-2015;0.57
22-03-2015;-0.08
23-03-2015;-3.89
