Дата;Температура, °С
16-06-2012;18.21
17-06-2012;19.71
18-06-2012;19.13
19-06-2012;19.34
20-06-2012;19.66
21-06-2012;18.54
22-06-2012;17.38
23-06-2012;19.13
24-06-2012;16.95
25-06-2012;18.64
26-06-2012;20.16
27-06-2012;16.46
28-06-2012;15.82
29-06-2012;15.60
30-06-2012;16.33
01-07-2012;18.01
02-07-2012;21.37
03-07-2012;22.08
04-07-2012;22.22
05-07-2012;23.08
06-07-2012;22.37
07-07-2012;22.08
08-07-2012;21.65
09-07-2012;23.06
10-07-2012;23.40
11-07-2012;23.32
12-07-2012;23.70
13-07-2012;22.91
14-07-2012;19.12
15-07-2012;20.79
16-07-2012;19.93
