Дата;Температура, °С
19-04-2014;16.69
20-04-2014;14.95
21-04-2014;14.24
22-04-2014;14.17
23-04-2014;14.62
24-04-2014;13.72
25-04-2014;9.37
26-04-2014;10.48
27-04-2014;11.46
28-04-2014;13.11
29-04-2014;14.63
30-04-2014;14.63
01-05-2014;15.34
02-05-2014;14.97
03-05-2014;14.82
04-05-2014;15.85
05-05-2014;17.03
06-05-2014;15.01
07-05-2014;12.43
08-05-2014;13.74
09-05-2014;16.15
10-05-2014;19.52
11-05-2014;20.19
12-05-2014;19.87
13-05-2014;18.81
14-05-2014;18.95
15-05-2014;21.61
16-05-2014;23.88
17-05-2014;24.85
18-05-2014;23.32
19-05-2014;20.51
